Alignment ID	Average Rt(min)	Average Mz	Adduct type	Fill %	S/N average	MS1 isotopic spectrum	MS/MS spectrum	NC	NC	NC	NC	NC	NC	NC	UC	UC	UC	UC	UC	UC	UC	CS	CS	CS	CS	CS	CS	CS
2835	21.357	736.50739	[M-H]-	0.365	35587.01	736.51794:721268 737.52129:413990 738.52465:106671	67.75736:3 79.94473:3 79.9575:30 80.96313:4 106.98031:19 124.00627:14 141.94598:3 143.14322:3 143.69174:3 144.00252:3 146.07259:3 146.78609:3 147.22888:3 148.39595:3 149.09764:3 150.29959:3 150.80276:3 153.91286:3 168.45203:3 173.16353:3 303.23206:4 327.33298:3 339.52032:3 342.60056:3 350.67996:3 360.11652:3 389.51208:3 395.17987:3 402.30328:4 408.75369:3 424.04684:3 426.64304:3 432.32355:3 463.69412:3 465.99469:3 466.38895:3 467.55289:3 467.86172:3 468.13538:3 468.69397:3 468.74918:3 469.56894:3 470.21906:3 470.70142:3 470.85635:3 471.15967:3 471.35455:3 471.42099:3 471.55167:3 471.71118:4 471.87735:3 472.2453:3 472.26968:3 472.55569:3 472.72424:3 472.84402:3 473.12357:4 473.25891:3 473.34103:4 473.50085:4 473.58078:3 473.64072:6 473.70288:4 473.85608:3 473.92493:3 473.94492:4 474.01599:6 474.12259:4 474.21146:4 474.28253:3 474.32919:3 474.42917:4 474.50027:3 474.5625:3 474.66251:4 474.6803:3 474.80255:3 474.99371:4 475.12045:4 475.14713:3 475.18494:4 475.24942:3 475.3028:3 475.37619:3 475.39621:3 475.48743:4 475.54303:4 475.63202:3 475.6676:3 475.73215:3 475.86786:4 475.99918:7 476.04813:6 476.07928:3 476.16165:3 476.23068:4 476.29523:4 476.3353:3 476.35535:6 476.45331:6 476.52457:3 476.62256:4 476.72723:4 476.84305:4 476.91879:6 476.96558:4 477.13937:6 477.18619:3 477.21738:4 477.25525:4 477.27307:4 477.29984:4 477.38229:4 477.41574:7 477.50711:4 477.62527:4 477.67432:3 477.7189:6 477.77466:4 477.81479:4 477.97089:6 478.0311:6 478.06012:4 478.10919:4 478.14709:3 478.19617:6 478.22964:4 478.27872:4 478.31442:4 478.38358:3 478.53085:6 478.59332:3 478.66922:3 478.70938:4 478.9527:9 479.03754:6 479.14471:4 479.36804:3 479.40378:4 479.43951:4 479.46857:3 479.53333:3 479.58472:4 479.6629:6 479.70312:4 479.76569:3 479.77908:6 479.79697:7 479.85059:4 479.88635:6 479.9534:3 479.98022:6 480.10315:7 480.13443:3 480.18137:6 480.21268:3 480.23727:4 480.27304:6 480.31998:6 480.36917:4 480.40048:4 480.55701:6 480.60172:6 480.63974:6 480.68448:4 480.73816:4 480.75604:3 480.85669:7 480.90369:4 480.91934:4 480.97751:9 480.99988:4 481.06924:4 481.13861:3 481.18784:6 481.34448:4 481.40268:3 481.43625:4 481.53922:6 481.59296:4 481.61533:4 481.66235:3 481.68027:6 481.74744:6 481.79221:7 481.83026:4 481.84595:6 481.94223:6 481.9624:6 482.02957:6 482.06989:4 482.10349:4 482.15726:3 482.1998:6 482.27597:6 482.33646:6 482.39697:4 482.43729:4 482.47537:6 482.52917:4 482.5538:3 482.57175:4 482.61655:6 482.67484:3 482.76895:6 482.89001:4 482.97968:4 482.99985:4 483.06488:4 483.10971:4 483.23303:6 483.27567:7 483.30481:4 483.36536:4 483.41022:4 483.45956:10 483.49545:3 483.53806:4 483.58517:6 483.68839:7 483.7153:4 483.75793:4 483.77139:4 483.81625:6 483.84543:4 483.86563:3 483.9711:6 483.99353:6 484.07434:6 484.13495:6 484.16861:4 484.18881:7 484.22247:4 484.24493:4 484.27637:4 484.34372:4 484.39536:3 484.42004:3 484.44473:4 484.4874:9 484.50089:4 484.56375:6 484.60867:6 484.66031:7 484.6738:4 484.72769:4 484.81754:6 484.85571:3 484.90512:3 484.9321:4 484.98825:6 485.0152:6 485.10956:4 485.2309:6 485.26236:3 485.2916:4 485.32977:4 485.41968:6 485.48935:7 485.53656:4 485.72092:6 485.75012:3 485.86255:4 485.87381:4 485.91202:6 485.93225:3 485.96375:6 485.99072:4 486.03796:4 486.17966:4 486.24939:4 486.28537:4 486.35062:4 486.36411:3 486.42487:6 486.54861:6 486.58463:4 486.60712:6 486.68814:6 486.7489:4 486.78265:4 486.82541:3 486.83667:3 486.89294:4 486.9267:3 487.0415:6 487.09329:3 487.1496:4 487.26892:4 487.29596:3 487.34323:4 487.46484:6 487.48962:3 487.5144:4 487.62027:3 487.66983:6 487.70813:4 487.74191:6 487.78021:6 487.79599:4 487.91541:4 488.05289:3 488.11148:4 488.15881:3 488.18359:4 488.34137:4 488.39322:4 488.4451:4 488.70663:6 488.77655:4 488.86679:6 489.01566:3 489.10364:3 489.21194:6 489.34732:3 489.41501:3 489.44662:3 489.49854:4 489.54367:4 489.65201:6 489.75134:3 489.82132:4 489.87326:3 489.93646:3 489.96356:6 490.00421:6 490.05615:4 490.21875:4 490.25717:3 490.36557:3 490.46951:3 490.55084:3 490.65704:3 490.75421:3 490.78357:4 490.88077:3 490.93274:4 490.96439:4 491.00961:4 491.09775:3 491.12262:3 491.29446:3 491.42334:3 491.46179:3 491.54773:3 491.69928:3 491.74225:4 491.81012:4 491.83047:4 491.8848:3 491.96851:6 492.00922:3 492.13144:4 492.26721:4 492.34644:4 492.42792:3 492.52075:3 492.6362:3 492.75168:3 492.80151:3 492.83548:3 492.8717:4 492.96457:4 493.03705:6 493.1911:3 493.37009:3 493.44034:4 493.50378:3 493.55365:3 493.63522:3 493.65561:4 493.66922:3 493.72589:3 493.84604:4 493.9231:3 493.95712:3 494.04327:4 494.07275:3 494.13171:3 494.17932:3 494.28366:3 494.62845:3 494.67834:3 494.72601:3 494.82132:3 494.96201:3 495.09592:4 495.22986:4 495.33429:4 495.49548:4 495.55908:3 495.6113:3 495.64539:4 495.74759:6 495.78845:3 495.84753:4 495.98383:4 496.11105:3 496.15649:3 496.26785:11 496.3042:4 496.55649:4 496.63379:4 496.71109:4 496.86115:3 496.96121:6 497.02032:3 497.0499:3 497.07492:3 497.22958:3 497.3092:4 497.38882:4 497.47757:6 497.5481:3 497.63004:4 497.78934:4 497.84851:4 497.88037:3 498.29474:3 498.4086:4 498.45871:3 498.51108:4 498.61588:3 498.71155:3 498.8642:3 499.01685:3 499.05103:3 499.13535:3 499.16727:4 499.27667:3 499.40887:6 499.48639:3 499.59811:4 499.64371:6 499.70984:4 499.79651:3 499.8786:3 499.93564:4 500.09076:6 500.15692:3 500.22992:4 500.35083:3 500.40332:3 500.43756:3 500.50601:3 500.58362:3 500.65894:3 500.89636:6 500.98996:4 501.06076:3 501.11328:3 501.18408:4 501.27771:3 501.35309:4 501.53125:4 501.62265:3 501.65005:3 501.70261:3 501.88998:3 501.97913:3 502.00427:4 502.09341:4 502.22372:4 502.28772:3 502.39062:3 502.44092:4 502.61014:4 502.66733:4 502.9075:4 503.14774:3 503.27817:3 503.38116:3 503.39948:3 503.51392:3 503.58487:3 503.60089:3 503.7543:3 503.84131:3 503.90314:3 503.96268:3 504.15277:3 504.21918:3 504.2879:4 504.40933:4 504.51013:3 504.5766:3 504.69116:4 504.78973:3 504.82639:3 505.00519:3 505.10147:6 505.2207:3 505.23904:4 505.31473:3 505.47067:3 505.53488:4 505.69315:3 505.84915:3 506.03271:3 506.26453:3 506.4252:3 506.70532:4 506.8316:4 506.88904:3 506.94186:4 507.01077:3 507.11874:3 507.29105:3 507.32321:3 507.35995:3 507.64493:3 507.80814:4 507.92767:3 507.99207:3 508.11621:3 508.245:4 508.46811:6 508.56473:3 508.59232:4 508.67746:3 508.81549:3 508.93518:4 509.06635:3 509.37711:3 509.44159:3 509.80084:3 509.95288:3 510.08188:3 510.21323:3 510.30768:3 510.36301:3 510.43445:4 510.53354:4 510.71106:3 510.78714:3 510.95776:6 511.02924:4 511.0592:4 511.18835:3 511.29907:3 511.34521:4 511.4744:3 511.539:4 511.659:3 511.71899:3 511.78128:3 511.95209:3 512.06519:3 512.11365:4 512.27527:3 512.39075:3 512.48309:3 512.85956:3 512.89423:3 513.03748:4 513.05597:3 513.27319:3 513.47198:4 513.64996:3 513.80261:3 514.12402:4 514.36462:3 514.58215:4 514.66547:3 514.71405:3 514.86914:3 514.95941:3 515.31598:3 515.35303:3 515.80005:3 516.11517:3 516.3678:3 516.49304:3 516.61359:3 516.80139:3 516.91504:3 516.95679:3 517.12378:3 517.20734:3 517.38367:4 517.55768:3 517.76892:3 518.05908:4 518.17517:3 518.43762:3 518.48407:3 518.63507:3 518.6792:4 518.79077:3 518.92554:3 519.30902:3 519.68799:3 519.82056:3 519.99969:3 520.19275:3 520.30676:3 520.72107:4 520.87238:3 520.98181:3 521.35443:3 521.49884:3 521.59436:3 521.81573:3 521.96722:4 522.15601:3 523.08185:3 523.3175:3 523.44116:3 523.58124:3 524.12994:3 524.70227:3 524.98737:3 525.22345:3 525.51575:3 525.72858:3 525.92975:4 526.15668:4 526.39777:3 526.58264:4 526.72314:3 526.90808:3 527.22192:3 527.51007:3 527.67407:3 527.88269:3 528.61182:3 528.82996:4 529.04584:3 529.17957:3 529.67719:3 530.12103:3 530.30658:3 530.66138:3 531.27252:3 531.45593:3 531.70288:3 532.05579:3 532.18524:3 532.59009:3 532.98566:3 533.52747:4 534.0224:3 534.31476:3 534.41614:3 534.57178:3 534.63782:3 534.78644:3 535.2395:3 535.73285:3 536.81244:3 536.89282:3 536.99207:3 537.66602:3 539.28992:3 539.49603:3 539.69507:3 540.31378:3 540.55096:3 541.13928:3 541.71613:3 542.08655:3 542.76129:3 543.30328:3 543.54346:3 543.87653:3 544.36194:3 544.62616:3 545.13336:3 545.41443:3 545.55499:3 545.70276:3 545.93866:3 546.27246:3 547.36499:3 547.77557:3 548.76685:3 549.1684:3 549.3692:3 550.0293:3 550.31647:3 551.31006:3 552.01685:3 552.26611:3 552.58026:3 553.80872:3 554.51709:3 555.24042:3 555.98584:3 556.30579:3 557.86841:3 558.49744:3 559.53937:3 559.7373:3 560.58234:3 561.7229:3 562.69525:3 563.41663:3 564.56494:3 564.83643:3 565.73627:3 566.19006:3 567.23187:3 567.45789:3 568.31598:3 569.34515:3 571.32825:3 572.14783:3 573.48334:3 575.63513:3 576.3598:3 577.13153:3 578.62494:3 580.1203:3 581.16748:3 582.19836:3 583.64655:3 584.00891:3 585.36804:4 587.50488:3 591.0163:3 593.77478:3 597.93079:3 599.38843:3 605.8819:3 608.12878:3 609.50562:3 610.88654:3 615.40302:3 617.35822:3 620.12152:3 631.97229:3 633.8175:3 634.84521:3 638.97211:3 640.1098:3 641.87634:3 646.30603:3 648.36682:3 650.42572:3 651.55792:4 653.35846:3 655.85364:3 661.2962:3 665.57123:3 670.51495:3 686.50848:3 686.54059:4 699.20654:3 700.66125:3 705.09662:3 720.86774:3 727.32129:3 728.48273:3 729.07202:3 730.65399:3 731.10352:3 731.90363:3 732.49158:3 732.65173:4 733.08527:3 733.25928:3 733.92242:4 733.95557:13 734.00531:20 734.03571:71 734.1076:24 734.13245:13 734.14905:9 734.19879:4 734.25409:4 734.39508:6 734.46143:6 734.52502:4 734.61346:4 734.63837:3 734.75171:6 734.80701:4 734.88446:4 735.03381:9 735.06421:6 735.08356:9 735.09741:9 735.15826:9 735.17212:6 735.26337:6 735.29382:6 735.51233:4 735.55383:6 735.62579:4 735.68665:4 735.75031:3 735.7807:4 735.82776:4 735.86652:4 735.90527:6 736.03809:9 736.06299:4 736.1156:9 736.1571:7 736.19031:10 736.29547:9 736.34253:21 736.40625:94 736.47266:13 736.50867:23333 736.55017:709 736.58893:9 736.6969:3 736.8797:3 736.9129:4 736.98492:6	0.013067535	0.016079757	0.008982445	0.011377236	0.009516492	0.010287735	0.012422939	0.018371687	0.030524793	0.013729131	0.012316491	0.017845114	0.009767154	0.040423486	0.000163314	0.020400117	0.045582809	0.019654007	0.039141751	0.018617765	0.018690118
2836	21.295	736.56958	[M-H]-	0.159	969.38	736.56958:17089 737.57293:5782 738.57629:1008		3.42186E-05	7.28052E-05	0	2.63476E-05	4.59204E-05	2.58915E-05	1.84239E-05	1.08425E-05	4.01689E-06	8.91267E-06	8.04861E-06	2.64008E-06	1.53213E-05	0.000178354	5.68783E-05	9.66491E-05	7.39712E-05	7.41095E-05	4.96379E-05	3.41803E-05	4.85926E-05
2837	21.359	736.57507	[M-H]-	0.079	337.58	736.57507:3493 737.57842:6121 738.58178:3585		1.66365E-05	2.11647E-05	1.23623E-05	2.19418E-05	2.4673E-05	1.01054E-05	1.10725E-05	2.06836E-06	9.27375E-07	3.62684E-06	1.6501E-06	7.12668E-06	1.27803E-05	2.2612E-05	1.73037E-06	5.6072E-05	2.8578E-05	3.70576E-05	2.81191E-05	3.16765E-05	2.39276E-05
2838	21.265	737.31537	[M-H]-	0.016	20.47	737.31537:1023 738.31872:0 739.32208:0		0	0	0	0	0	0	0	0	0	0	0	3.49467E-06	0	0	0	4.98541E-06	5.95797E-06	0	4.22707E-06	0	0
2839	21.348	737.37018	[M-H]-	0.016	22.93	737.37018:1147 738.37353:0 739.37689:1001		0	0	0	0	0	0	0	3.71991E-06	1.19621E-05	6.99335E-07	4.24711E-06	8.67054E-06	2.05113E-06	2.2544E-06	0	0	5.20284E-06	2.86457E-06	0	0	0
2840	21.298	737.448	[M-H]-	0.063	30.43	737.45483:1740 738.45818:2125 739.46154:0	79.95674:80 80.96329:20 106.98054:33 124.00655:40 384.01019:7 461.16608:13 467.46814:13 470.0235:13 471.48651:13 472.68564:13 473.36234:13 473.89291:13 474.94611:13 476.38113:20 476.51474:13 477.63104:20 478.32242:13 479.56146:20 479.99271:20 480.20953:20 480.88489:20 481.16006:20 481.29434:20 481.45325:13 481.89877:13 482.16083:20 482.24594:20 482.38486:20 483.00342:27 483.4093:20 483.53043:20 483.74805:20 484.2081:20 484.26422:13 484.35403:20 485.02554:20 485.08621:20 485.21878:13 485.56039:20 485.86841:27 485.89539:13 486.2305:20 486.28223:13 486.96634:20 487.18246:20 487.2793:20 487.42566:20 487.91:20 488.04745:20 488.10831:13 489.3013:20 489.68271:20 489.83621:20 490.07785:13 490.84143:20 491.94949:33 492.73947:20 492.94101:13 494.19431:13 494.87488:20 495.10638:13 496.27377:20 496.98532:13 498.12079:13 499.26208:13 500.40015:13 501.4664:13 502.47433:13 503.79004:13 505.19229:13 506.60797:13 507.74747:13 509.22198:13 510.30679:13 511.53583:13 512.64154:13 514.54651:13 515.99146:13 516.79126:13 517.84229:20 518.12091:20 519.85693:13 521.0578:13 523.37494:13 525.11505:13 526.10437:13 526.99854:13 528.31311:13 530.58295:13 531.71613:13 532.9118:13 534.6983:13 535.72961:13 536.93689:13 539.09247:13 540.6402:13 545.33972:13 555.13379:13 558.89203:13 560.05505:13 565.52679:13 571.31525:13 577.0351:13 608.33936:13 631.39209:13 671.90698:13 735.02484:84 735.0553:124 735.08014:69 735.11615:28 735.1687:20 735.34296:20 735.48126:13 736.08173:27 736.10663:20 736.14258:20 736.45819:33 736.5191:2059 736.58832:36 737.14764:40 737.37756:88 737.40527:108 737.51605:27429 737.62134:13	2.32319E-06	2.92361E-06	0	1.0913E-06	3.7921E-06	1.8232E-06	7.21965E-06	8.69552E-06	8.86477E-06	9.12004E-06	2.82374E-05	1.91876E-05	3.58396E-05	2.14206E-05	1.6525E-05	7.52673E-06	2.139E-05	4.05068E-06	1.70736E-05	1.18951E-05	6.89093E-06
2841	21.332	737.56818	[M-H]-	0.159	577.57	737.57361:4901 738.57696:1964 739.58032:995	79.95634:44 80.96564:12 106.97571:8 106.98098:36 124.00467:24 125.10217:4 145.57187:8 147.40286:8 160.07527:8 207.19402:8 312.44971:8 315.16937:8 319.97403:8 325.76627:8 337.61902:8 341.01456:8 406.43253:8 431.29102:8 439.10535:8 465.07654:8 467.7533:8 469.38956:8 471.62888:8 472.65073:8 473.91125:12 473.99564:8 474.22:12 474.49326:8 475.22684:12 476.06335:12 476.57544:8 476.89841:12 477.8501:12 478.32968:12 478.5238:12 478.60858:12 478.72018:8 479.65359:8 480.07596:8 480.12735:12 480.16312:8 480.30173:12 480.35092:16 480.63489:8 480.73553:12 480.85632:8 481.16956:12 481.23221:12 481.29486:12 481.58139:12 481.8075:8 482.03592:8 482.10089:12 482.186:12 482.23529:12 482.3652:16 482.47501:8 482.59152:8 482.7641:8 482.90308:12 483.0376:12 483.26407:8 483.31564:12 483.38293:8 483.54218:12 483.61621:12 483.65433:12 483.71716:8 483.97745:12 484.11661:8 484.22433:12 484.2872:8 484.39722:8 484.51846:8 484.5993:8 484.78122:12 485.01257:12 485.52942:12 485.83069:8 486.0983:12 486.13876:8 486.29849:12 486.56171:12 486.92856:12 486.96683:12 487.11993:12 487.19647:12 487.29779:12 487.37662:12 488.37256:12 488.50781:12 488.57996:8 489.19348:12 489.42139:16 489.54327:8 489.65613:12 490.79898:12 490.95267:12 491.30536:12 491.46817:8 491.82327:8 492.91205:8 493.10007:8 493.79346:8 494.17889:12 494.33539:8 494.45108:8 496.12881:12 496.26514:12 496.28107:12 496.47424:8 497.27011:12 498.49927:12 498.70654:8 499.06656:8 500.12451:8 502.24841:12 502.44275:8 503.63477:8 504.72049:8 505.74316:8 506.20209:8 507.33652:8 508.54813:12 509.44342:12 510.74515:12 511.03107:8 512.16626:8 513.54773:12 513.76971:8 514.89404:8 516.90991:8 518.06091:8 519.29224:8 521.40045:8 522.50287:12 523.57605:8 524.60828:8 526.9942:8 529.09686:12 530.43524:8 531.86932:8 533.75311:8 534.93683:8 535.90936:8 537.1759:8 539.05719:8 541.65851:8 542.69653:8 544.966:8 546.32666:8 548.08771:8 549.18445:8 552.35901:8 554.58612:8 558.69446:8 560.49951:8 564.08441:8 569.18622:8 574.89789:8 577.57196:8 580.03351:8 582.61609:8 590.37085:8 593.0011:8 605.47681:8 618.26752:8 645.64386:8 653.1853:8 677.10992:8 682.34399:8 687.534:8 729.81451:8 733.31036:8 734.95215:12 734.99084:28 735.03235:74 735.06:86 735.10699:36 735.1485:12 735.49426:8 735.65479:8 736.05878:20 736.16119:16 736.2027:16 736.37433:16 736.51276:126 736.57916:8 736.61243:12 736.64838:12 736.86438:12 737.05267:16 737.15515:12 737.29089:12 737.35736:36 737.39612:80 737.42108:108 737.46265:16 737.51251:28336 737.55957:20 737.97797:12	3.14941E-05	1.76257E-05	2.25419E-05	2.23045E-05	1.28782E-05	2.10631E-05	2.20996E-05	1.18387E-05	3.23253E-05	1.10416E-05	4.2239E-06	2.89315E-05	9.79384E-06	3.87983E-05	0.000138635	0.000107408	0.000105528	5.90929E-05	4.63905E-05	5.27017E-05	1.85265E-05
2842	21.254	737.58124	[M-H]-	0.032	605.51	737.58124:6148 738.58459:2328 739.58795:2008	79.9554:30 106.98118:15 124.00502:25 475.65396:10 476.3595:10 476.71582:15 478.41229:15 480.26828:15 482.24213:20 482.84042:15 483.84967:20 484.00003:10 485.45538:15 485.81732:10 486.93771:10 487.06604:15 488.16083:10 488.67935:10 489.1192:15 491.78955:10 491.86646:15 496.8746:15 497.2908:15 501.28665:15 522.05334:10 687.54132:15 735.04858:80 735.16754:10 736.05292:15 736.13593:15 736.52625:70 736.74219:10 737.35425:20 737.37366:40 737.39307:70 737.5177:21545 737.57037:20 737.99426:10	2.34904E-05	2.76153E-07	0	0	0	0	0	6.47511E-07	7.3148E-06	6.99335E-06	6.82322E-07	3.67779E-06	4.59921E-06	1.55818E-05	6.34136E-05	3.53814E-05	1.53153E-05	5.90817E-06	4.39387E-05	8.97467E-06	1.52919E-05
2843	21.306	737.70142	[M-H]-	0.016	53.03	737.70142:2652 738.70477:0 739.70813:0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.10645E-06	0	2.48076E-05	3.1611E-06	6.69585E-07	0	0
2844	1.155	740.83374	[M-H2O-H]-	0.587	40.78	740.84631:1530 741.84966:898 742.85302:277	112.98582:200 178.89397:20 180.9684:60 248.95853:100 269.96231:20 316.94119:100 384.93353:60 417.05783:20 452.94324:20	1.73474E-05	1.4408E-05	1.61598E-05	1.70512E-05	2.13642E-05	1.40104E-05	9.28618E-06	1.99837E-05	1.53356E-05	1.63494E-05	1.74224E-05	9.6523E-06	6.46046E-06	1.74584E-05	1.30343E-05	6.91965E-06	1.12906E-05	1.14835E-05	8.12872E-06	1.23736E-05	1.44788E-05
2845	19.657	744.47089	[M-H]-	0.016	58.58	744.47089:2929 745.47424:2891 746.4776:321	280.22549:13 280.22891:7 744.46503:664	0	2.84257E-06	9.6321E-07	0	4.9599E-06	0	2.18864E-06	2.88365E-06	0	2.53106E-05	0	0	1.01033E-06	8.7657E-07	0	0	9.44556E-07	9.79101E-07	0	3.90524E-06	0
2846	20.093	746.48425	[M-H]-	0.381	70.57	746.48578:1238 747.48913:878 748.49249:0	746.50995:633	3.06131E-06	2.11467E-05	0	3.28048E-05	3.77783E-05	1.23481E-06	7.63152E-06	3.38646E-05	1.44968E-05	0.00016741	1.15786E-05	2.73291E-05	3.0795E-05	1.91133E-05	3.69587E-05	3.44379E-05	6.82727E-06	2.03513E-05	1.68998E-05	2.73506E-05	2.2756E-05
2847	19.283	747.53748	[M-H]-	0.016	79.46	747.53748:1266 748.54083:0 749.54419:0		0	0	0	0	0	0	3.49608E-06	5.64409E-06	2.47838E-05	0	0	1.05552E-06	0	0	0	0	6.43544E-07	0	0	0	0
2848	20.021	747.54224	[M-H]-	0.016	88.31	747.54224:1738 748.54559:826 749.54895:0		0	6.48358E-07	9.6321E-07	6.06627E-07	8.72605E-07	3.25062E-06	1.15658E-05	2.07675E-05	1.54345E-05	4.2997E-06	1.75222E-06	1.28596E-05	0	3.0554E-06	0	0	1.13658E-06	1.3036E-06	0	0	0
2849	20.843	748.51862	[M-H]-	0.143	32.8	748.52136:1530 749.52471:705 750.52807:0	688.55835:80 724.44476:20 748.52661:363	9.79619E-07	4.79665E-06	1.14338E-06	3.33645E-06	2.34533E-06	9.84156E-07	0	0	1.42753E-06	2.41127E-06	2.90799E-06	0	2.14489E-06	3.27202E-06	1.57569E-05	3.17915E-05	3.06124E-05	3.77737E-05	1.75046E-05	1.54973E-05	4.48706E-06
2850	19.407	748.52618	[M-H]-	0.143	27.86	748.52618:3167 749.52953:1008 750.53289:0		0	2.39232E-06	0	0	0	0	2.15752E-06	7.0833E-06	2.35751E-06	1.73643E-05	1.55193E-05	1.07638E-05	0	4.403E-06	0	0	2.36917E-06	0	1.54873E-06	6.3333E-06	2.27004E-06
2851	21.914	750.50629	[M-H]-	0.238	78.06	750.51202:2717 751.51537:995 752.51873:0	750.51666:751 750.63123:40	0	0	0	0	0	2.52239E-06	1.88022E-05	9.94073E-06	5.33189E-05	4.36522E-05	5.20885E-05	7.46928E-05	0.00014446	2.07959E-05	0	2.41518E-06	8.79164E-06	1.09268E-05	1.70548E-06	1.98551E-06	6.00463E-05
2852	21.851	750.51929	[M-H]-	0.127	42.46	750.51056:1333 751.51391:0 752.51727:433	750.51233:450	2.11673E-05	1.0842E-05	7.37652E-06	8.03625E-07	1.51814E-06	1.6918E-05	2.59812E-06	2.48178E-05	6.90973E-05	4.61407E-05	4.67042E-05	8.25418E-05	7.39648E-05	6.0234E-05	2.72294E-05	4.0196E-05	8.03755E-05	0.000113531	5.73883E-05	3.28686E-05	6.00463E-05
2853	21.866	751.50427	[2M-H]-	0.016	43.35	751.50427:2168 752.50762:1545 753.51098:0		0	0	0	0	0	0	0	1.18754E-06	8.23176E-07	5.93884E-06	1.71834E-05	2.43177E-05	2.95433E-05	1.13601E-06	0	0	0	2.56245E-06	1.67311E-06	0	1.30799E-06
2854	20.457	752.49152	[M-H]-	0.143	52.97	752.48364:3143 753.48699:1692 754.49035:0	496.258:30 752.40967:20 752.48798:1176	1.02384E-06	0	9.04309E-07	9.22449E-07	5.97523E-06	2.43005E-06	1.35533E-06	2.33838E-06	1.13239E-05	6.43742E-06	7.53803E-06	5.64386E-06	4.39996E-06	0	8.4065E-07	0	1.26633E-06	2.09528E-06	8.28036E-06	6.5785E-07	1.72715E-06
2855	20.415	753.49854	[M-H]-	0.016	22.88	753.49854:1144 754.50189:0 755.50525:0		0	0	0	0	0	0	0	0	3.32136E-06	1.73179E-06	0	0	1.41821E-06	0	1.71544E-06	0	0	1.49383E-06	7.07749E-06	1.89182E-06	0
2856	1.154	758.84021	[M-H]-	0.222	197.61	758.85431:1632 759.85766:0 760.86102:0	112.9837:180 169.60564:20 180.97072:80 248.96077:120 316.9451:160 376.98907:20 384.93335:100 403.03406:20 580.84906:20 588.89655:40	4.39468E-06	1.89405E-06	1.1122E-06	4.71543E-06	5.98172E-06	6.72287E-06	6.17083E-06	1.22398E-05	1.12952E-05	1.65171E-05	1.40804E-05	8.06266E-06	6.92929E-06	4.75564E-06	0	7.04317E-07	8.82277E-07	1.5274E-06	1.25398E-06	1.09123E-05	3.20432E-06
2857	12.254	759.3692	[2M-H]-	0.016	48.38	759.3692:2419 760.37255:1214 761.37591:43	125.31717:7 130.08131:27 166.08313:7 325.1037:7 340.18033:20 705.83832:13 705.84375:20 711.98749:7 714.34937:73 727.85681:13 736.36633:254 736.87573:47	0	0	0	0	0	0	0	1.31075E-08	3.03924E-05	3.08855E-08	0	3.30645E-08	9.84541E-08	0	0	0	0	0	0	0	2.52508E-08
2858	20.523	760.50549	[M-H]-	0.286	69.24	760.50549:12589 761.50884:12873 762.5122:4564	757.94397:20 760.49615:3956	1.56501E-05	4.31428E-05	3.43707E-06	1.72201E-05	3.82778E-05	2.58334E-05	1.23177E-05	1.59885E-05	4.22763E-05	2.40068E-05	3.5548E-05	1.51893E-05	1.39266E-05	2.31737E-05	2.61967E-05	7.53356E-05	0.000102611	0.000173852	4.0371E-05	5.41969E-05	3.3937E-05
2859	21.923	762.4798	[M-H]-	0.032	12.19	762.4798:2846 763.48315:1000 764.48651:1000		3.06811E-06	3.74307E-06	4.54926E-06	4.02125E-06	8.34975E-06	1.23666E-05	9.79383E-06	3.44465E-06	6.7365E-06	1.9502E-06	1.97572E-05	2.92672E-05	1.00564E-06	1.82065E-05	0	1.10378E-06	0	1.76098E-05	0	0	4.82289E-06
2860	0.516	762.49982	[M-H]-	0.048	9.36	762.508:1098 763.51135:1277 764.51471:1217	245.23083:20 255.23041:60 303.24362:20 327.23428:100 327.25275:20 762.52228:100	0	4.80265E-08	7.62252E-08	4.06503E-08	6.48777E-08	5.01313E-08	1.07756E-07	2.12342E-07	2.60499E-08	0	4.40956E-08	2.28908E-08	2.10973E-08	1.36448E-05	0	4.4414E-06	6.74683E-08	4.88711E-06	1.12449E-06	1.81407E-06	1.15901E-06
2861	21.313	762.51398	[M-H]-	0.54	936.37	762.52185:26177 763.5252:20023 764.52856:5507	75.94325:3 255.22865:11 283.23563:6 327.22598:17 759.9541:11 760.0047:11 762.3266:6 762.41956:34 762.51813:9835	0.000142657	0.000284218	9.78108E-06	0.000249224	0.00030718	0.000343436	0.000154896	0.00030038	0.000796126	0.000284285	0.000436962	0.000497583	0.000691743	0.000798973	0.000165538	0.00039663	0.000369967	0.000381791	0.000143937	0.000197259	0.000457703
2862	21.493	762.52094	[M-H]-	0.143	516.31	762.52094:18418 763.52429:12369 764.52765:2956	255.21919:10 255.22897:30 283.23932:20 327.22614:40 675.22076:5 762.43256:20 762.46912:34 762.51703:3335	3.84705E-05	0.000148006	0.000115388	9.26326E-05	0.000171994	0.000144452	8.6461E-05	5.19398E-05	0.000175644	5.58365E-06	3.6423E-05	8.36609E-05	0.000196611	9.37275E-05	2.62863E-06	8.96217E-05	9.47436E-05	0.000110068	5.67119E-05	2.9677E-05	4.68982E-05
