Alignment ID	Average Rt(min)	Average Mz	Adduct type	Fill %	S/N average	MS1 isotopic spectrum	MS/MS spectrum	NC	NC	NC	NC	NC	NC	NC	UC	UC	UC	UC	UC	UC	UC	CS	CS	CS	CS	CS	CS	CS
1833	19.345	525.54602	[M+H]+	0.016	20.34	525.54602:1017 526.54937:0 527.55273:0		1.6185E-06	0	1.49686E-06	0	2.68622E-06	0	0	7.36394E-06	0	1.17735E-06	2.44157E-06	0	1.1734E-06	2.16139E-06	2.86078E-06	1.97776E-06	0	3.13221E-06	0	1.19749E-06	0
1834	19.356	525.69495	[M+H]+	0.016	20.3	525.69495:1015 526.6983:0 527.70166:0		1.8141E-06	6.10889E-06	2.68346E-06	0	3.82849E-06	6.58614E-07	6.79894E-06	3.04912E-06	4.01617E-06	4.08982E-06	1.35831E-06	0	3.88265E-06	3.62001E-06	6.02104E-06	4.95116E-06	2.59721E-06	2.94965E-06	0	3.15863E-06	1.2129E-06
1835	17.123	526.22528	[M+H]+	0.143	360.05	526.22528:2861 527.22863:0 528.23199:0		1.71668E-05	1.86736E-05	1.59284E-05	1.97897E-05	1.62906E-05	1.32896E-05	1.26371E-05	1.13619E-05	4.21392E-06	1.09351E-05	1.88864E-05	1.31216E-05	1.30748E-05	1.59533E-05	1.60799E-05	8.98781E-06	9.73369E-06	8.02588E-06	1.41503E-05	1.6913E-05	1.00303E-05
1836	16.935	526.2868	[M+2H]+	1	7038.16	526.28815:95173 527.2915:42973 528.29486:4346	44.05138:220 67.05638:60 77.03931:100 79.04932:41 79.05657:342 81.07141:184 91.05506:348 93.07271:263 95.08759:222 105.07212:201 107.08659:220 109.10527:120 117.07355:120 119.08805:160 121.10515:180 131.08702:200 133.10164:120 135.08417:80 141.07001:40 143.09128:60 145.10236:180 147.11879:100 155.08852:60 157.10262:60 159.11812:80 161.13351:80 169.10558:40 171.12167:80 173.13359:80 185.13261:60 187.15384:60 354.27634:80 385.2449:83 385.27493:2380	0.000834323	0.000940858	0.00080015	0.000674903	0.000783762	0.000524702	0.000705128	0.000453721	0.00032249	0.000689066	0.000760811	0.000336194	0.000700095	0.000683331	0.00078025	0.000511862	0.000777968	0.000481223	0.000761129	0.000842466	0.00080075
1837	17.123	526.29138	[M+H]+	1	86018.81	526.29053:1123841 527.29388:347882 528.29724:42453	41.0404:20 42.03531:8 43.91064:48 44.05003:23162 44.19167:12 44.28057:8 44.34373:12 44.45999:20 44.52805:16 44.57095:12 44.62342:12 44.68205:12 44.70115:12 44.79534:12 44.96006:8 45.03535:8 45.05521:8 45.1436:12 45.6213:8 55.05639:40 57.03696:28 57.07164:16 61.85829:8 62.06148:1256 67.05723:136 69.07151:52 71.05108:16 75.04638:20 77.04112:210 79.0457:17 79.05749:656 80.97591:24 81.07327:443 83.05117:44 83.08744:44 85.06609:32 87.04613:12 89.06147:16 90.76324:12 91.04534:13 91.05605:1025 93.05993:16 93.07174:850 95.05179:28 95.08761:484 97.06876:48 98.06145:40 98.97999:24 98.98608:395 99.047:16 103.04054:12 103.05711:24 105.07109:614 107.05071:36 107.08872:467 109.06693:52 109.10423:196 111.0826:48 113.06355:20 115.05544:36 116.06231:12 117.07136:460 118.07812:8 119.08696:659 121.06587:60 121.10405:286 123.08034:32 124.01823:96 124.07846:16 125.06236:12 125.09773:16 128.06622:28 129.05534:36 129.07272:272 130.07852:20 131.08704:668 133.06752:32 133.10283:409 135.08418:108 135.11858:148 137.09929:40 137.13513:16 138.09146:8 139.11368:8 141.07246:88 142.0278:100 142.08252:20 143.06567:12 143.08887:244 144.09875:16 145.10361:387 147.08292:112 147.12004:232 149.09808:72 149.13297:56 151.07678:12 152.10687:12 153.0723:16 154.08258:12 155.01231:128 155.08855:120 157.08601:20 157.10391:274 159.08339:40 159.12071:269 161.09857:68 161.13483:128 163.116:32 165.07388:16 167.08829:32 168.09344:20 169.10561:172 170.1115:12 171.10301:12 171.12036:233 172.12686:24 173.0222:156 173.04904:12 173.09871:28 173.13362:184 175.11813:32 175.15054:72 177.09767:16 177.12891:20 177.16693:8 179.08698:12 180.04404:12 181.08601:12 181.10524:68 182.1131:12 183.10719:16 183.11823:136 184.13029:16 185.10071:24 185.1368:164 186.14049:12 187.1134:48 187.14969:76 189.13136:40 189.16364:24 191.10796:8 193.10899:12 195.10478:8 195.11903:72 197.1223:16 197.13519:68 198.05452:124 199.11131:24 199.15163:100 200.15648:12 201.12912:48 201.16675:80 201.18556:12 203.14838:16 203.18182:24 205.12364:16 207.11876:16 207.14078:8 209.02614:12 209.13531:52 211.11273:12 211.1498:88 213.13072:16 213.16797:84 214.17468:12 215.14784:36 215.18227:44 216.04822:12 216.06322:116 217.15942:8 221.1348:16 223.15125:60 225.13092:16 225.16614:56 226.17313:12 227.14548:28 227.18085:64 229.16129:24 229.19989:12 231.17514:8 235.1479:20 237.12498:12 237.16426:36 239.14348:12 239.17976:24 241.15942:16 241.19588:24 243.17908:20 245.19275:12 251.18336:16 263.16461:8 265.20273:16 267.21371:20 269.22726:28 283.24857:20 287.20316:12 293.22928:56 311.24185:68 354.28024:645 384.00632:8 385.21091:12 385.23093:20 385.27298:3820 403.2887:12 508.27966:12	0.010424926	0.009978718	0.009518058	0.010351718	0.009291745	0.006926691	0.009151853	0.005857108	0.005651178	0.007454817	0.009035544	0.005816728	0.010072446	0.008747864	0.009060079	0.006332824	0.0084218	0.006890528	0.009381611	0.009373807	0.009915627
1838	17.123	526.32739	[M+H]+	0.063	84.83	526.32739:4368 527.33074:3414 528.3341:2990		4.77151E-05	1.87216E-05	5.02291E-05	5.02003E-05	4.28177E-05	3.37301E-05	2.89671E-05	2.21524E-05	2.54568E-05	1.93753E-05	4.91027E-05	1.70118E-05	3.42481E-05	2.69286E-05	5.03657E-05	3.50351E-05	4.67347E-05	3.74247E-05	5.06565E-05	6.44264E-05	6.29522E-05
1839	17.254	526.32843	[M+H]+	0.524	68.48	526.32843:4607 527.33178:1001 528.33514:0		2.217E-05	1.48717E-05	1.77609E-05	1.74808E-05	1.94261E-05	1.77189E-05	1.57854E-05	1.28302E-05	2.12775E-05	1.20707E-05	1.58664E-05	4.42808E-06	1.43741E-05	1.75858E-05	7.49235E-06	1.5369E-05	2.04943E-05	8.5351E-06	8.48502E-06	1.40948E-05	1.28733E-05
1840	18.16	526.36804	[M+H]+	0.016	36.19	526.36804:1122 527.37139:0 528.37475:0		2.00587E-06	3.31283E-06	3.40558E-06	2.3796E-06	4.30633E-06	5.78843E-06	1.5679E-06	4.28366E-06	1.27213E-06	1.52137E-06	0	2.78193E-06	5.22499E-06	4.68515E-07	8.30896E-06	2.23132E-07	4.52761E-06	0	9.52559E-07	0	4.7791E-06
1841	21.973	526.42493	[M+H]+	0.032	92.26	526.42493:3166 527.42828:1198 528.43164:114		4.20867E-05	3.98757E-05	4.69215E-05	2.79008E-05	5.89218E-06	2.27599E-05	1.65381E-05	1.66845E-05	1.26642E-05	1.74381E-05	1.34456E-05	1.45151E-05	1.65873E-07	1.41195E-05	8.90271E-06	1.03012E-05	2.77608E-05	7.54228E-06	4.59195E-06	7.53767E-06	1.9668E-05
1842	21.756	526.42651	[M+H]+	0.016	58.7	526.42651:3084 527.42986:544 528.43322:0		3.59886E-05	3.71923E-05	6.55987E-05	6.00831E-05	2.07226E-05	3.66863E-05	7.29028E-06	6.09478E-06	9.52668E-06	1.1027E-05	4.99316E-05	4.89115E-05	2.0923E-05	5.86431E-05	1.0616E-05	1.55381E-05	1.41946E-05	1.10396E-05	2.56777E-06	7.40187E-06	2.67739E-05
1843	20.642	526.42743	[M+H]+	0.032	78.61	526.42743:9666 527.43078:1416 528.43414:354		0.000129622	0.000445026	0.000260513	0.000257142	0.000178284	0.000106357	3.41402E-05	0.000103265	0.000143597	0.000113932	4.04988E-05	0.000274849	8.94637E-05	0.000127158	6.65623E-05	8.70552E-05	9.66501E-05	0.000132795	0.000141336	7.2569E-05	0.000105572
1844	20.319	526.42767	[M+H]+	0.73	374.13	526.42987:28091 527.43322:7802 528.43658:846	45.03527:150 57.07385:30 61.08543:10 85.10077:30 87.04789:40 89.06228:700 99.12097:20 104.11094:80 105.11485:40 111.12328:10 133.0826:60 133.08731:570 177.11639:120 184.0746:60 185.08096:30 283.17767:30 327.20367:50	0.000453209	0.00045421	0.000327173	0.00027962	0.000284762	0.000239838	0.000236063	0.000207574	0.000265577	0.000248357	0.000299004	0.000376379	0.000251985	0.00022749	0.000269054	0.000229944	0.000237648	0.000247299	0.000187554	0.00014769	0.000268305
1845	19.807	526.42944	[M+3H]+	0.667	409.2	526.43091:24581 527.43426:4122 528.43762:0	43.05544:16 45.03527:64 57.07153:36 62.35428:4 71.08793:48 73.06544:8 83.08914:8 85.10452:92 86.09759:48 87.04692:12 87.10119:28 89.0613:311 97.10276:12 99.1179:32 104.10987:426 105.11378:120 106.11514:40 109.10402:8 111.11787:20 113.13603:36 117.091:8 117.09321:16 125.00165:28 127.14854:16 131.07394:8 133.08846:238 164.01999:8 166.06477:8 177.11363:44 184.04964:12 184.07455:537 185.07953:208 186.08028:112 187.60883:8 195.12579:8 227.325:4 258.11383:16 259.11963:8 327.20731:12 341.30884:8 343.3136:16 449.29398:8 508.3454:12 508.36151:40 526.37683:48	0.000408184	0.000823842	0.000274936	0.000367137	0.000516038	0.000623622	0.000201768	0.000645958	0.000816136	0.000641484	0.00070866	0.0005723	0.000679983	0.000719007	0.000728124	0.000668836	0.000556827	0.000587337	0.000334778	0.000341601	0.000405014
1846	19.873	526.43085	[M+NH4]+	0.302	350.12	526.42786:26226 527.43121:7563 528.43457:1480	45.03601:110 57.07159:80 71.08714:70 85.10271:150 87.10126:30 89.06233:486 99.119:70 104.10891:210 105.11281:100 106.11417:30 111.1201:40 113.13503:70 117.09109:20 118.40527:10 127.15092:31 133.08853:388 177.11237:60 184.07465:284 185.07962:110 186.07898:90 283.17599:30 327.19449:30 526.37927:40	0.000534381	0.000792846	0.000555866	0.000753642	0.000326366	0.000440529	0.000200789	0.000640087	0.000817833	0.000325718	0.000742403	0.000592359	0.000571649	0.000713404	0.000345567	0.000646052	0.000594255	0.000125652	0.000282889	0.000262639	0.000629937
1847	20.451	526.43213	[M+H-H2O]+	0.984	392.23	526.43066:35556 527.43401:8734 528.43737:1062	45.03595:67 46.10281:7 71.08706:40 71.18602:7 79.05552:7 85.10357:53 87.04786:34 88.77266:20 89.06226:732 91.07632:13 97.0354:7 99.11687:20 100.99371:7 104.10778:33 111.12001:7 113.13819:20 127.15658:7 131.07159:13 133.08727:471 135.10408:13 177.11226:100 184.07593:47 185.07674:20 186.08026:20 195.12434:13 209.87477:7 227.23729:7 239.15404:20 283.17584:13 327.20355:40 508.37064:13	0.00047023	0.000441588	0.000650684	0.000655904	0.000727323	0.000227941	0.000253035	0.000309542	0.000424666	0.000328832	0.000413109	0.000439641	0.00029239	0.000405979	0.000271734	0.000354386	0.000275862	0.000217752	0.000309756	0.000397902	0.000383714
1848	19.762	527.43341	[M+H]+	0.19	276.47	527.43341:6023 528.43676:788 529.44012:0		6.58139E-05	0.000127722	4.55118E-05	0.000179639	0.000205442	4.69744E-05	5.7216E-05	4.2234E-05	8.53833E-05	0.000101016	0.000100645	0.000125475	0.000113686	5.50066E-05	8.25359E-05	7.17892E-05	2.47251E-05	6.8521E-05	3.77106E-05	8.06375E-05	4.96828E-05
1849	17.492	528.30688	[M+2ACN+H]+	1	1841.22	528.30725:11790 529.3106:4502 530.31396:0	44.05201:288 45.95403:7 62.06302:40 67.06217:7 77.04283:7 79.0574:27 81.07133:20 83.08642:20 91.05595:33 93.07262:53 95.08949:47 98.98598:20 103.68356:7 105.07203:27 107.08966:27 109.10411:40 111.08247:7 117.12202:7 119.08794:27 121.10504:13 123.12096:13 129.07027:7 131.08923:33 133.10387:33 135.12318:20 145.10222:27 149.13904:7 161.13596:20 171.11751:13 173.13612:20 175.15306:13 180.04932:7 185.138:20 199.14853:13 201.16653:13 213.17519:7 216.06149:13 221.15883:7 356.29343:27 387.2879:93	0.000110232	0.000141139	7.74665E-05	9.94655E-05	0.000122001	5.79664E-05	7.71105E-05	3.81201E-05	4.30974E-05	7.72173E-05	7.29909E-05	2.13523E-05	6.81015E-05	4.02959E-05	4.94533E-05	7.6284E-05	9.91073E-05	4.81136E-05	0.000102045	0.000112628	8.43936E-05
1850	17.897	528.30884	[M+H]+	0.698	660.13	528.30945:5982 529.3128:832 530.31616:0	44.05145:43 55.05948:3 62.05912:6 79.05753:6 85.02849:3 91.05803:6 93.07373:9 98.98711:6 105.07424:9 113.13408:3 129.07503:6 131.08702:6 133.1028:9 147.12:3 173.01944:6 213.17079:3 387.28784:20	2.44616E-05	4.99674E-05	1.39616E-05	4.09068E-05	5.21196E-05	1.51364E-05	3.37162E-05	1.02555E-05	7.16794E-06	9.84964E-06	2.08268E-05	5.87658E-06	1.53463E-05	1.97582E-05	2.34068E-05	1.7952E-05	2.39133E-05	8.49987E-06	1.50908E-05	2.91225E-05	2.81654E-05
1851	1.192	528.77258	[M+H-2H2O]+	0.048	192.54	528.77258:1123 529.77593:89 530.77929:1381		5.54969E-06	4.73947E-06	6.04731E-06	5.54931E-06	5.09449E-06	5.1935E-06	4.25775E-06	4.29751E-06	4.94376E-06	4.81293E-06	6.11334E-06	5.12106E-06	4.00398E-06	5.04569E-06	4.78653E-06	4.63336E-06	5.23275E-06	4.27396E-06	5.86376E-06	5.61533E-06	5.50047E-06
1852	9.812	530.29193	[M+H]+	0.19	242.26	530.30157:1085 531.30492:331 532.30828:32	70.03233:3 86.10081:14 87.05682:17 99.05946:3 155.04587:6 172.07524:23 173.06038:3 195.18245:3 200.13986:14 227.1786:6 228.14232:6 245.19528:6 253.0555:3 258.15463:3 268.11111:6 269.09772:11 286.11771:29 287.10226:6 304.12555:3 337.14468:6 342.20682:6 354.18567:6 372.18787:3 382.16867:6 399.19876:6	6.80767E-06	7.98954E-06	4.1912E-06	4.32046E-06	3.99221E-06	5.21864E-06	4.17325E-06	5.90951E-06	1.26805E-05	8.65893E-06	1.5695E-05	2.89851E-05	1.96836E-05	1.34369E-05	1.04924E-05	3.50587E-06	3.19233E-06	2.35076E-06	4.95262E-06	4.20797E-06	6.44285E-06
1853	18.286	530.32281	[M+2ACN+H]+	0.571	232.6	530.32062:2765 531.32397:0 532.32733:1144	44.05219:90 62.06401:20 67.05818:5 77.04123:5 93.07479:5 98.98719:5 105.07222:10 111.08052:5 129.07394:5 163.15379:5 216.06613:10 371.30069:5 389.30646:45	1.05107E-05	1.18431E-05	1.4994E-05	1.41995E-05	1.22108E-05	6.48391E-06	1.83438E-05	5.09399E-06	7.44724E-06	2.76835E-05	9.39138E-06	3.26977E-06	7.71615E-06	1.76425E-05	2.02013E-05	1.09318E-05	2.34232E-05	1.08314E-05	8.91643E-06	1.5287E-05	7.79896E-06
1854	16.606	530.32739	[M+H]+	0.016	45.5	530.32739:1066 531.33074:0 532.3341:0		0	0	4.1912E-07	1.26416E-06	5.44479E-07	0	1.13759E-06	2.12971E-07	0	1.9372E-07	0	0	0	7.63167E-07	0	5.29093E-07	2.36716E-07	0	0	1.25393E-06	0
1855	18.599	530.35217	[M+H-H2O]+	0.27	180.11	530.36322:1425 531.36657:1120 532.36993:0	93.07692:10 104.11031:70 427.25449:10 471.28528:130 530.35675:20	8.00237E-06	1.96518E-05	6.00921E-06	1.59415E-05	1.5649E-05	1.58805E-05	1.09393E-05	5.55456E-06	2.20787E-05	6.76349E-06	5.88916E-06	3.54722E-05	2.88434E-06	8.16424E-06	8.35075E-06	8.52295E-06	2.96062E-06	5.70074E-06	7.20804E-06	1.82357E-06	1.86531E-06
1856	12.37	530.8277	[M+H]+	0.968	304.17	530.83112:2030 531.83447:610 532.83783:0	78.04459:1 86.09479:6 86.09953:53 120.08315:23 132.09927:3 132.10396:9 187.14941:3 233.16942:3 245.18761:4 269.66397:3 302.13965:1 317.23343:1 399.73486:6 504.26599:3 511.29675:3	1.81161E-05	1.41409E-05	9.36217E-06	1.18887E-05	1.21613E-05	1.07037E-05	1.21927E-05	1.45894E-05	1.73021E-05	1.37023E-05	2.34945E-05	2.05643E-05	1.60328E-05	1.52871E-05	1.10548E-05	1.48416E-05	1.12073E-05	8.6568E-06	1.54843E-05	1.06469E-05	1.49119E-05
1857	1.148	531.01538	[M+2ACN+H]+	0.73	133.17	531.01666:1007 532.02001:228 533.02337:0	191.07797:243 259.06873:40	5.35984E-06	5.88188E-06	7.02526E-06	8.27469E-06	6.54517E-06	6.14874E-06	4.43457E-06	1.09775E-05	8.90896E-06	1.18703E-05	9.92264E-06	2.2233E-05	5.63967E-06	1.30232E-05	8.746E-06	1.26847E-05	8.89185E-06	4.27396E-06	5.73261E-06	9.71925E-06	9.63068E-06
1858	20.282	531.27039	[M+H]+	0.952	2675.91	531.27435:31084 532.2777:14792 533.28106:1203	79.06209:7 81.03842:20 83.0531:20 89.06058:7 91.0571:33 103.05927:13 104.06539:13 107.08881:13 111.04828:33 119.08706:1272 120.42803:8 129.05893:13 133.06763:127 135.08429:33 151.07564:7 157.10405:20 231.09001:7 235.1481:13 261.11804:7 383.17935:33 531.29852:13	0.000304274	0.000471254	0.000620567	6.10033E-05	0.000195923	0.000164659	9.71146E-05	0.000113984	0.000207269	3.80192E-05	0.000139282	3.00034E-05	0.001329386	9.68563E-05	0.000170661	0.000115581	0.000148716	0.000124531	0.000112052	0.00012847	0.000146847
1859	20.957	531.29517	[M+H]+	0.159	349	531.29517:6247 532.29852:2648 533.30188:241	83.08736:5 119.08907:75 133.06386:15 160.11699:15 383.17862:385 383.24854:11 487.23776:20 502.2634:75 513.61359:5 531.2998:115	1.39433E-05	7.18598E-05	0.000122503	0.000246609	1.11409E-05	3.09917E-05	3.86202E-05	2.84463E-05	3.95562E-05	2.71241E-05	2.5985E-05	0.000150104	6.63828E-05	3.28949E-05	1.39034E-05	1.02167E-05	1.47381E-05	8.14438E-06	3.36968E-05	4.03778E-05	4.41558E-05
1860	20.857	531.29865	[M+H]+	0.397	268.25	531.29431:3414 532.29766:2398 533.30102:0	93.07498:4 119.08833:36 133.06657:8 161.12207:8 162.12863:8 351.16034:8 368.16174:8 370.17703:8 383.13269:8 383.17465:188 483.2482:4 487.2308:8 502.24945:16 502.26318:48 503.61548:4 513.29193:8 516.26666:8 531.25488:8 531.29718:84	4.87832E-05	3.20948E-05	7.77024E-05	0.000200283	3.66305E-05	3.94615E-05	3.67049E-05	3.61531E-05	5.28361E-05	3.00098E-05	4.60225E-05	9.38978E-05	6.31222E-05	4.51385E-05	1.02504E-05	1.59015E-05	3.77028E-05	2.11536E-05	3.76709E-05	6.0289E-05	6.31466E-05
1861	20.729	531.30151	[M+H]+	0.143	537	531.30151:16397 532.30486:5787 533.30822:991	119.08697:30 354.15121:60 383.15665:59 383.17462:1169 384.18588:20 485.26007:30 502.26102:196 508.49298:10 516.27374:50 531.29974:272 531.3844:30	0.00011551	0.000465582	0.000440913	0.000277337	7.97547E-05	4.32037E-06	1.76225E-05	1.4882E-05	2.67473E-05	8.29822E-06	1.68065E-05	2.57979E-05	3.76285E-06	1.07923E-05	7.2437E-05	7.8135E-05	2.13344E-05	3.41997E-05	1.20485E-05	1.22218E-06	6.09984E-06
1862	12.177	531.31232	[M+NH4]+	0.524	234.11	531.30914:4167 532.31249:1285 533.31585:320	85.06821:4 126.02407:32 142.07916:4 145.10268:8 181.269:4 199.14764:8 208.06583:8 227.14584:16 231.17705:4 235.1514:12 241.15981:8 253.16205:16 279.17853:8 293.23145:8 300.13269:8 307.24832:8 317.22342:20 325.25122:8 335.23743:104 346.87042:4 353.24823:40 371.26221:20 378.1709:12 460.21106:8 460.25702:68 478.25616:20 478.26508:72 496.27316:40	3.56492E-06	3.67807E-05	1.24194E-05	1.22531E-05	4.58505E-05	4.66761E-05	1.74989E-05	2.59374E-06	7.52063E-06	3.88375E-05	3.0708E-06	1.05824E-06	6.72245E-06	1.02488E-06	5.90786E-06	9.8702E-06	2.93228E-06	9.66564E-06	8.09675E-06	6.96044E-05	2.35153E-06
1863	16.694	532.28284	[M+NH4]+	0.016	182.22	532.28284:1050 533.28619:0 534.28955:0		3.65697E-06	5.27838E-06	4.46155E-06	3.16227E-06	6.35479E-06	7.05203E-06	4.41423E-06	4.32868E-06	1.63909E-06	2.98595E-06	1.47323E-06	0	1.11043E-06	7.77808E-07	1.63324E-06	2.28034E-06	2.57554E-06	5.25237E-06	2.23127E-06	5.49364E-06	2.37098E-06
1864	11.826	532.29871	[M+NH4]+	1	298.38	532.29626:3254 533.29961:859 534.30297:150	45.03528:4 73.03059:96 87.046:3 89.06326:30 117.05682:7 133.0885:23 161.08278:3 177.11505:7 205.10725:6	3.06671E-05	2.75897E-05	2.73372E-05	2.73673E-05	3.10353E-05	2.45061E-05	2.23012E-05	3.04947E-05	2.78645E-05	2.46107E-05	2.80856E-05	3.44489E-05	1.99155E-05	2.61947E-05	1.45581E-05	1.46608E-05	1.4653E-05	1.43608E-05	1.71184E-05	1.62323E-05	1.55077E-05
1865	20.594	532.3017	[M+H]+	0.016	196.66	532.3017:1994 533.30505:0 534.30841:0		1.2925E-05	0.000108674	9.5926E-06	9.19121E-06	1.89292E-05	3.35172E-07	1.62424E-06	2.87424E-07	8.68471E-07	1.1189E-07	5.68946E-07	3.77763E-07	3.65534E-07	1.52999E-06	1.54618E-06	3.85747E-06	8.93519E-07	2.8856E-06	2.8456E-06	0	0
1866	20.894	532.30365	[M+H]+	0.032	187.08	532.30365:1868 533.307:0 534.31036:0		9.83565E-06	2.59305E-05	1.92668E-05	1.30432E-05	2.35687E-06	8.63907E-06	1.59091E-05	1.76091E-06	1.39485E-05	8.29655E-06	1.12244E-05	4.62046E-05	5.98984E-06	1.35101E-05	2.09988E-06	3.15765E-06	9.82704E-06	1.81271E-06	1.29941E-05	6.11444E-06	1.24808E-05
1867	18.405	532.33643	[M+H]+	0.206	231.23	532.34521:2929 533.34856:960 534.35192:0	86.09891:30 104.11034:260 109.10878:10 146.98563:50 301.77774:10 473.237:20 473.26807:257	4.19774E-06	9.75208E-06	1.60264E-05	1.30952E-05	7.14676E-06	8.54522E-06	1.13258E-05	3.44563E-06	5.68176E-06	7.04906E-06	4.29347E-06	1.17757E-05	9.84178E-06	9.66861E-06	1.02904E-05	1.34623E-05	6.82809E-06	7.82251E-06	8.7663E-06	1.13964E-05	5.22819E-06
1868	18.57	532.34192	[M+ACN+H]+	0.984	692.27	532.32965:3639 533.333:1350 534.33636:0	79.05738:10 86.09859:30 89.08542:10 104.10785:180 111.08352:10 133.08853:20 326.22449:10 473.26108:256	3.70376E-05	9.93202E-05	6.60813E-05	5.97838E-05	5.59785E-05	7.20034E-05	3.74419E-05	3.83573E-05	3.4009E-05	2.9903E-05	4.05063E-05	7.06091E-05	5.30823E-05	8.74549E-05	6.2507E-05	5.89237E-05	4.10352E-05	4.89816E-05	7.2995E-05	7.48106E-05	4.40975E-05
1869	19.007	532.3548	[M+2ACN+2H]+	0.952	947.77	532.35596:3141 533.35931:1495 534.36267:91	46.06837:120 263.05368:40 319.11563:20 375.17227:80 431.24173:40	1.71323E-05	2.98524E-05	3.5618E-05	2.97989E-05	3.96708E-05	1.76803E-06	1.59184E-05	1.68507E-05	4.67731E-05	2.82363E-05	3.69532E-05	0.000147025	3.58577E-05	3.64874E-05	2.99415E-05	4.79818E-05	6.15511E-05	6.53584E-05	7.38716E-05	9.02351E-05	8.01962E-05
1870	19.133	532.35785	[M+H]+	0.175	359.69	532.35028:3480 533.35363:3036 534.35699:0	45.03468:7 46.06621:127 87.10633:7 89.06265:33 133.08682:13 205.19762:7 319.11188:33 375.17444:107 431.23584:33 487.30185:13	8.87682E-06	1.72931E-05	3.0242E-05	2.8373E-05	1.00062E-05	1.84445E-05	2.20477E-06	7.91282E-07	4.45836E-05	9.08144E-06	7.97278E-06	5.03075E-05	8.20916E-06	5.57276E-06	1.59894E-05	1.29907E-05	1.2831E-05	1.78485E-05	5.7654E-06	3.42934E-05	3.03613E-05
1871	12.002	533.32556	[M+NH4]+	0.778	4950.71	533.32587:3128 534.32922:1128 535.33258:210	126.01231:9 126.02377:89 149.13664:6 161.13734:11 171.1216:3 203.13951:6 208.06679:14 309.25748:6 319.23932:9 337.25348:40 355.26184:26 457.99756:3 462.26532:46 480.28317:34	5.11055E-06	3.48557E-05	1.84105E-05	2.98343E-05	3.12561E-05	8.93587E-05	2.17175E-05	7.90763E-06	3.53158E-05	0.000123722	1.24151E-05	2.82196E-06	2.66026E-05	3.57243E-06	3.27692E-05	2.08087E-05	9.97374E-06	1.5802E-05	5.12432E-05	0.000162289	1.63299E-05
1872	12.788	533.32751	[M+NH4]+	0.952	3621.27	533.32935:1567 534.3327:590 535.33606:150	77.04104:8 126.02251:12 208.06525:12 209.13509:8 223.151:4 227.14523:12 241.20036:8 319.24115:12 337.25162:56 444.26297:4 462.26764:92 480.27438:8	1.52358E-05	0.000134744	9.1341E-05	7.52029E-05	0.000136007	0.00013539	6.43451E-05	7.23928E-06	9.25533E-05	0.000227006	1.88939E-05	1.26413E-05	5.90123E-05	8.92191E-06	0.000122435	9.34651E-05	2.35866E-05	2.85806E-05	0.000139878	0.000450091	6.32262E-05
1873	11.8	533.32788	[M+NH4]+	0.048	436.33	533.32788:4491 534.33123:1695 535.33459:300	73.03094:15 126.02429:170 145.12018:5 159.1201:20 161.13551:25 175.14861:20 199.15251:10 208.06641:25 213.16743:15 286.11621:5 302.14154:20 319.24304:25 337.25552:85 355.26593:30 462.26831:105 480.27512:40	1.58398E-06	6.38573E-06	3.51626E-06	9.51283E-06	8.58221E-06	1.90462E-05	3.79145E-06	2.42406E-08	6.80302E-06	1.84318E-05	1.69553E-08	1.53857E-06	4.61679E-06	6.22246E-07	5.65017E-06	1.0876E-05	4.82434E-06	5.79522E-06	7.21494E-06	2.29357E-05	2.40458E-06
1874	5.119	534.18927	[M+H]+	0.143	238.88	534.19025:1011 535.1936:420 536.19696:29	204.03633:40 351.10132:10 369.11606:30	6.29949E-06	7.62227E-06	5.22721E-06	5.89137E-06	4.29681E-06	4.68236E-06	6.14174E-06	5.88873E-06	7.79993E-06	8.7107E-06	6.12276E-06	1.40623E-05	6.07585E-06	5.25615E-06	7.90501E-06	8.84751E-06	7.55824E-06	5.09544E-06	6.39698E-06	7.71932E-06	7.05991E-06
1875	5.012	534.1947	[M+H]+	0.048	309.92	534.1947:1695 535.19805:827 536.20141:128	186.02435:10 204.03435:60 205.11572:10 351.10074:10 369.11157:90	5.77981E-06	0	5.10021E-06	5.96945E-06	4.30253E-06	0	0	0	0	7.63356E-06	5.95509E-06	0	0	5.27811E-06	8.154E-06	0	7.41487E-06	0	6.37282E-06	7.45302E-06	6.99449E-06
1876	17.481	534.29431	[M+NH4]+	0.143	205.48	534.29358:1393 535.29693:0 536.30029:0	86.09742:40	3.97913E-06	6.96709E-06	1.79079E-06	4.12526E-06	1.90853E-05	5.8253E-06	2.24702E-06	9.82783E-06	5.66749E-06	6.76349E-06	7.35862E-06	7.84295E-06	7.26307E-06	1.01591E-05	1.15075E-05	9.51014E-06	1.07939E-05	2.94805E-06	9.92594E-06	2.02639E-06	1.29829E-05
1877	17.821	534.29852	[M+H]+	0.143	210.85	534.29852:1992 535.30187:0 536.30523:0		6.24963E-06	3.30729E-06	9.16077E-06	1.73469E-05	4.82987E-06	3.67684E-06	7.4984E-06	1.45132E-05	2.09982E-06	9.99159E-06	3.19137E-06	2.13323E-05	5.14359E-06	8.85237E-06	5.59793E-06	1.04838E-05	9.04021E-06	1.15776E-06	5.40646E-06	5.20265E-06	9.26292E-06
